Route,Airline,Manufacturer,Distance,DestState,DestLong,DestAirport,DestLat,OriginLong,OriginAirport,OriginState,OriginLat,Flights,DestCity,OriginCity
DFW-DTW,Northwest Airlines Inc.,MCDONNELL DOUGLAS,987,MI,-83.3488388062,Detroit Metropolitan-Wayne County,42.212059021,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,14,Detroit,Dallas-Fort Worth
DFW-DTW,American Airlines Inc.,CESSNA,987,MI,-83.3488388062,Detroit Metropolitan-Wayne County,42.212059021,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,56,Detroit,Dallas-Fort Worth
LAS-OKC,Mesa Airlines Inc.,BOMBARDIER INC,987,NV,-115.152336121,McCarran International,36.0803604126,-97.600730896,Will Rogers World,OK,35.3930892944,153,Las Vegas,Oklahoma City
PSP-SEA,Alaska Airlines Inc.,MCDONNELL DOUGLAS,987,WA,-122.309310913,Seattle-Tacoma Intl,47.4489822388,-116.506256104,Palm Springs International,CA,33.8292160034,37,Seattle,Palm Springs
PSP-SEA,Alaska Airlines Inc.,BOEING,987,WA,-122.309310913,Seattle-Tacoma Intl,47.4489822388,-116.506256104,Palm Springs International,CA,33.8292160034,1261,Seattle,Palm Springs
DFW-SLC,American Airlines Inc.,BEECH,988,UT,-111.977775574,Salt Lake City Intl,40.7883872986,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,24,Salt Lake City,Dallas-Fort Worth
DSM-ORF,Skywest Airlines Inc.,BOMBARDIER INC,988,VA,-76.2012252808,Norfolk International,36.8946113586,-93.6606826782,Des Moines International,IA,41.5349311829,1,Norfolk,Des Moines
DFW-SLC,Delta Air Lines Inc.,BOEING,988,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-111.977775574,Salt Lake City Intl,UT,40.7883872986,22,Dallas-Fort Worth,Salt Lake City
DFW-SLC,Delta Air Lines Inc.,MCDONNELL DOUGLAS,988,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-111.977775574,Salt Lake City Intl,UT,40.7883872986,923,Dallas-Fort Worth,Salt Lake City
DFW-SLC,American Airlines Inc.,CESSNA,988,UT,-111.977775574,Salt Lake City Intl,40.7883872986,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,29,Salt Lake City,Dallas-Fort Worth
DFW-SLC,Skywest Airlines Inc.,BOMBARDIER INC,988,UT,-111.977775574,Salt Lake City Intl,40.7883872986,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,1762,Salt Lake City,Dallas-Fort Worth
DFW-SLC,American Airlines Inc.,PIPER,988,UT,-111.977775574,Salt Lake City Intl,40.7883872986,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,10,Salt Lake City,Dallas-Fort Worth
DFW-SLC,American Airlines Inc.,MCDONNELL DOUGLAS,988,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-111.977775574,Salt Lake City Intl,UT,40.7883872986,2041,Dallas-Fort Worth,Salt Lake City
MCO-MDW,Southwest Airlines Co.,BEECH,989,FL,-81.3160247803,Orlando International,28.4288883209,-87.7524261475,Chicago Midway,IL,41.7859840393,7,Orlando,Chicago
MCO-MDW,Southwest Airlines Co.,CESSNA,989,IL,-87.7524261475,Chicago Midway,41.7859840393,-81.3160247803,Orlando International,FL,28.4288883209,9,Chicago,Orlando
MCO-MDW,AirTran Airways Corporation,BOEING,989,FL,-81.3160247803,Orlando International,28.4288883209,-87.7524261475,Chicago Midway,IL,41.7859840393,1757,Orlando,Chicago
MCO-SWF,AirTran Airways Corporation,BOEING,989,NY,-74.1048355103,Stewart,41.5040931702,-81.3160247803,Orlando International,FL,28.4288883209,469,Newburgh,Orlando
MCO-SWF,JetBlue Airways,AIRBUS,989,NY,-74.1048355103,Stewart,41.5040931702,-81.3160247803,Orlando International,FL,28.4288883209,676,Newburgh,Orlando
MCO-SWF,JetBlue Airways,EMBRAER,989,NY,-74.1048355103,Stewart,41.5040931702,-81.3160247803,Orlando International,FL,28.4288883209,482,Newburgh,Orlando
MCO-MDW,Southwest Airlines Co.,BOEING,989,FL,-81.3160247803,Orlando International,28.4288883209,-87.7524261475,Chicago Midway,IL,41.7859840393,5195,Orlando,Chicago
CMH-MIA,American Eagle Airlines Inc.,EMBRAER,990,FL,-80.2905578613,Miami International,25.7932491302,-82.8918838501,Port Columbus Intl,OH,39.9979858398,690,Miami,Columbus
MSP-SLC,Skywest Airlines Inc.,CANADAIR,991,MN,-93.2169189453,Minneapolis-St Paul Intl,44.8805465698,-111.977775574,Salt Lake City Intl,UT,40.7883872986,64,Minneapolis,Salt Lake City
MSP-SLC,Northwest Airlines Inc.,AIRBUS,991,UT,-111.977775574,Salt Lake City Intl,40.7883872986,-93.2169189453,Minneapolis-St Paul Intl,MN,44.8805465698,1760,Salt Lake City,Minneapolis
MSP-SLC,Delta Air Lines Inc.,MCDONNELL DOUGLAS,991,UT,-111.977775574,Salt Lake City Intl,40.7883872986,-93.2169189453,Minneapolis-St Paul Intl,MN,44.8805465698,177,Salt Lake City,Minneapolis
MSP-SLC,Delta Air Lines Inc.,BOEING,991,UT,-111.977775574,Salt Lake City Intl,40.7883872986,-93.2169189453,Minneapolis-St Paul Intl,MN,44.8805465698,1,Salt Lake City,Minneapolis
CAK-RSW,AirTran Airways Corporation,BOEING,991,FL,-81.7551651001,Southwest Florida International,26.5361671448,-81.4424667358,Akron-Canton Regional,OH,40.9163131714,275,Ft. Myers,Akron
MSP-SLC,Skywest Airlines Inc.,BOMBARDIER INC,991,MN,-93.2169189453,Minneapolis-St Paul Intl,44.8805465698,-111.977775574,Salt Lake City Intl,UT,40.7883872986,2342,Minneapolis,Salt Lake City
DEN-PDX,United Air Lines Inc.,AIRBUS,992,CO,-104.666999817,Denver Intl,39.8584098816,-122.597503662,Portland Intl,OR,45.588722229,786,Denver,Portland
DEN-PDX,United Air Lines Inc.,BOEING,992,OR,-122.597503662,Portland Intl,45.588722229,-104.666999817,Denver Intl,CO,39.8584098816,3045,Portland,Denver
DEN-PDX,Alaska Airlines Inc.,MCDONNELL DOUGLAS,992,OR,-122.597503662,Portland Intl,45.588722229,-104.666999817,Denver Intl,CO,39.8584098816,12,Portland,Denver
DEN-PDX,Skywest Airlines Inc.,BOMBARDIER INC,992,OR,-122.597503662,Portland Intl,45.588722229,-104.666999817,Denver Intl,CO,39.8584098816,89,Portland,Denver
FLL-PHL,AirTran Airways Corporation,BOEING,992,PA,-75.2411422729,Philadelphia Intl,39.8719520569,-80.1527481079,Fort Lauderdale-Hollywood Int'l,FL,26.0725841522,480,Philadelphia,Ft. Lauderdale
FLL-PHL,Southwest Airlines Co.,BOEING,992,FL,-80.1527481079,Fort Lauderdale-Hollywood Int'l,26.0725841522,-75.2411422729,Philadelphia Intl,PA,39.8719520569,2126,Ft. Lauderdale,Philadelphia
FLL-PHL,Southwest Airlines Co.,CESSNA,992,FL,-80.1527481079,Fort Lauderdale-Hollywood Int'l,26.0725841522,-75.2411422729,Philadelphia Intl,PA,39.8719520569,1,Ft. Lauderdale,Philadelphia
FLL-PHL,US Airways Inc.,AIRBUS,992,FL,-80.1527481079,Fort Lauderdale-Hollywood Int'l,26.0725841522,-75.2411422729,Philadelphia Intl,PA,39.8719520569,409,Ft. Lauderdale,Philadelphia
FLL-PHL,US Airways Inc.,BOEING,992,FL,-80.1527481079,Fort Lauderdale-Hollywood Int'l,26.0725841522,-75.2411422729,Philadelphia Intl,PA,39.8719520569,2877,Ft. Lauderdale,Philadelphia
FLL-PHL,US Airways Inc.,EMBRAER,992,FL,-80.1527481079,Fort Lauderdale-Hollywood Int'l,26.0725841522,-75.2411422729,Philadelphia Intl,PA,39.8719520569,2,Ft. Lauderdale,Philadelphia
DEN-PDX,Frontier Airlines Inc.,AIRBUS,992,OR,-122.597503662,Portland Intl,45.588722229,-104.666999817,Denver Intl,CO,39.8584098816,2957,Portland,Denver
FLL-PHL,Southwest Airlines Co.,BEECH,992,FL,-80.1527481079,Fort Lauderdale-Hollywood Int'l,26.0725841522,-75.2411422729,Philadelphia Intl,PA,39.8719520569,1,Ft. Lauderdale,Philadelphia
DEN-PDX,Southwest Airlines Co.,BOEING,992,OR,-122.597503662,Portland Intl,45.588722229,-104.666999817,Denver Intl,CO,39.8584098816,815,Portland,Denver
DEN-PDX,Alaska Airlines Inc.,BOEING,992,OR,-122.597503662,Portland Intl,45.588722229,-104.666999817,Denver Intl,CO,39.8584098816,1346,Portland,Denver
PHL-RSW,US Airways Inc.,BOEING,992,PA,-75.2411422729,Philadelphia Intl,39.8719520569,-81.7551651001,Southwest Florida International,FL,26.5361671448,1457,Philadelphia,Ft. Myers
PHL-RSW,Southwest Airlines Co.,BEECH,992,PA,-75.2411422729,Philadelphia Intl,39.8719520569,-81.7551651001,Southwest Florida International,FL,26.5361671448,1,Philadelphia,Ft. Myers
PHL-RSW,US Airways Inc.,EMBRAER,992,FL,-81.7551651001,Southwest Florida International,26.5361671448,-75.2411422729,Philadelphia Intl,PA,39.8719520569,13,Ft. Myers,Philadelphia
PHL-RSW,Southwest Airlines Co.,BOEING,992,PA,-75.2411422729,Philadelphia Intl,39.8719520569,-81.7551651001,Southwest Florida International,FL,26.5361671448,751,Philadelphia,Ft. Myers
PHL-RSW,US Airways Inc.,AIRBUS,992,FL,-81.7551651001,Southwest Florida International,26.5361671448,-75.2411422729,Philadelphia Intl,PA,39.8719520569,199,Ft. Myers,Philadelphia
PHL-RSW,Southwest Airlines Co.,CESSNA,992,PA,-75.2411422729,Philadelphia Intl,39.8719520569,-81.7551651001,Southwest Florida International,FL,26.5361671448,2,Philadelphia,Ft. Myers
AUS-MCO,JetBlue Airways,AIRBUS,993,TX,-97.6698684692,Austin-Bergstrom International,30.1945323944,-81.3160247803,Orlando International,FL,28.4288883209,3,Austin,Orlando
AUS-MCO,JetBlue Airways,EMBRAER,993,TX,-97.6698684692,Austin-Bergstrom International,30.1945323944,-81.3160247803,Orlando International,FL,28.4288883209,452,Austin,Orlando
AUS-MCO,Southwest Airlines Co.,BOEING,993,TX,-97.6698684692,Austin-Bergstrom International,30.1945323944,-81.3160247803,Orlando International,FL,28.4288883209,767,Austin,Orlando
FLL-PIT,US Airways Inc.,BOEING,994,PA,-80.2328720093,Pittsburgh International,40.4914665222,-80.1527481079,Fort Lauderdale-Hollywood Int'l,FL,26.0725841522,1012,Pittsburgh,Ft. Lauderdale
FLL-PIT,US Airways Inc.,AIRBUS,994,FL,-80.1527481079,Fort Lauderdale-Hollywood Int'l,26.0725841522,-80.2328720093,Pittsburgh International,PA,40.4914665222,18,Ft. Lauderdale,Pittsburgh
FLL-PIT,AirTran Airways Corporation,BOEING,994,PA,-80.2328720093,Pittsburgh International,40.4914665222,-80.1527481079,Fort Lauderdale-Hollywood Int'l,FL,26.0725841522,328,Pittsburgh,Ft. Lauderdale
FLL-PIT,US Airways Inc.,EMBRAER,994,PA,-80.2328720093,Pittsburgh International,40.4914665222,-80.1527481079,Fort Lauderdale-Hollywood Int'l,FL,26.0725841522,2,Pittsburgh,Ft. Lauderdale
DEN-EUG,Skywest Airlines Inc.,CANADAIR,997,OR,-123.218688965,Mahlon Sweet,44.123260498,-104.666999817,Denver Intl,CO,39.8584098816,9,Eugene,Denver
BTR-DEN,Frontier Airlines Inc.,AIRBUS,997,LA,-91.1496353149,"Baton Rouge Metropolitan, Ryan",30.5331611633,-104.666999817,Denver Intl,CO,39.8584098816,2,Baton Rouge,Denver
MDW-TPA,Southwest Airlines Co.,CESSNA,997,FL,-82.5332489014,Tampa International,27.9754714966,-87.7524261475,Chicago Midway,IL,41.7859840393,14,Tampa,Chicago
MDW-TPA,Southwest Airlines Co.,BEECH,997,FL,-82.5332489014,Tampa International,27.9754714966,-87.7524261475,Chicago Midway,IL,41.7859840393,1,Tampa,Chicago
MDW-TPA,Southwest Airlines Co.,BOEING,997,IL,-87.7524261475,Chicago Midway,41.7859840393,-82.5332489014,Tampa International,FL,27.9754714966,4285,Chicago,Tampa
DEN-EUG,Skywest Airlines Inc.,BOMBARDIER INC,997,OR,-123.218688965,Mahlon Sweet,44.123260498,-104.666999817,Denver Intl,CO,39.8584098816,1443,Eugene,Denver
EWR-TPA,Continental Air Lines Inc.,BOEING,998,NJ,-74.1686630249,Newark Intl,40.6924972534,-82.5332489014,Tampa International,FL,27.9754714966,4771,Newark,Tampa
EWR-TPA,Expressjet Airlines Inc.,EMBRAER,998,NJ,-74.1686630249,Newark Intl,40.6924972534,-82.5332489014,Tampa International,FL,27.9754714966,2,Newark,Tampa
EWR-TPA,JetBlue Airways,AIRBUS,998,FL,-82.5332489014,Tampa International,27.9754714966,-74.1686630249,Newark Intl,NJ,40.6924972534,696,Tampa,Newark
EWR-TPA,JetBlue Airways,EMBRAER,998,FL,-82.5332489014,Tampa International,27.9754714966,-74.1686630249,Newark Intl,NJ,40.6924972534,1,Tampa,Newark
BWI-MSY,Southwest Airlines Co.,CESSNA,998,MD,-76.6681976318,Baltimore-Washington International,39.1753997803,-90.258026123,New Orleans International,LA,29.9933891296,5,Baltimore,New Orleans
BWI-MSY,Southwest Airlines Co.,BOEING,998,LA,-90.258026123,New Orleans International,29.9933891296,-76.6681976318,Baltimore-Washington International,MD,39.1753997803,754,New Orleans,Baltimore
EWR-TPA,Comair Inc.,BOMBARDIER INC,998,FL,-82.5332489014,Tampa International,27.9754714966,-74.1686630249,Newark Intl,NJ,40.6924972534,1,Tampa,Newark
DFW-GSO,American Airlines Inc.,MCDONNELL DOUGLAS,999,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-79.9372940063,Piedmont Triad International,NC,36.0977478027,253,Dallas-Fort Worth,Greensboro
DFW-GSO,American Airlines Inc.,PIPER,999,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-79.9372940063,Piedmont Triad International,NC,36.0977478027,2,Dallas-Fort Worth,Greensboro
DFW-GSO,American Airlines Inc.,CESSNA,999,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-79.9372940063,Piedmont Triad International,NC,36.0977478027,6,Dallas-Fort Worth,Greensboro
DFW-GSO,American Eagle Airlines Inc.,EMBRAER,999,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-79.9372940063,Piedmont Triad International,NC,36.0977478027,1283,Dallas-Fort Worth,Greensboro
DFW-FNT,American Eagle Airlines Inc.,EMBRAER,1003,MI,-83.7434539795,Bishop,42.9655036926,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,415,Flint,Dallas-Fort Worth
DFW-FNT,American Eagle Airlines Inc.,BOMBARDIER INC,1003,MI,-83.7434539795,Bishop,42.9655036926,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,61,Flint,Dallas-Fort Worth
SLC-XNA,Skywest Airlines Inc.,CANADAIR,1004,AR,-94.3068084717,Northwest Arkansas Regional,36.281867981,-111.977775574,Salt Lake City Intl,UT,40.7883872986,4,Fayetteville/Springdale/Rogers,Salt Lake City
SLC-XNA,Skywest Airlines Inc.,BOMBARDIER INC,1004,AR,-94.3068084717,Northwest Arkansas Regional,36.281867981,-111.977775574,Salt Lake City Intl,UT,40.7883872986,4,Fayetteville/Springdale/Rogers,Salt Lake City
JFK-TPA,JetBlue Airways,AIRBUS,1005,FL,-82.5332489014,Tampa International,27.9754714966,-73.7789230347,John F Kennedy Intl,NY,40.6397514343,3877,Tampa,New York
JFK-TPA,Comair Inc.,BOMBARDIER INC,1005,FL,-82.5332489014,Tampa International,27.9754714966,-73.7789230347,John F Kennedy Intl,NY,40.6397514343,146,Tampa,New York
JFK-TPA,American Airlines Inc.,MCDONNELL DOUGLAS,1005,NY,-73.7789230347,John F Kennedy Intl,40.6397514343,-82.5332489014,Tampa International,FL,27.9754714966,313,New York,Tampa
JFK-TPA,American Airlines Inc.,CESSNA,1005,NY,-73.7789230347,John F Kennedy Intl,40.6397514343,-82.5332489014,Tampa International,FL,27.9754714966,2,New York,Tampa
JFK-TPA,JetBlue Airways,EMBRAER,1005,FL,-82.5332489014,Tampa International,27.9754714966,-73.7789230347,John F Kennedy Intl,NY,40.6397514343,199,Tampa,New York
JFK-TPA,American Airlines Inc.,BEECH,1005,NY,-73.7789230347,John F Kennedy Intl,40.6397514343,-82.5332489014,Tampa International,FL,27.9754714966,9,New York,Tampa
FLL-IND,AirTran Airways Corporation,BOEING,1005,IN,-86.2943878174,Indianapolis International,39.7173309326,-80.1527481079,Fort Lauderdale-Hollywood Int'l,FL,26.0725841522,336,Indianapolis,Ft. Lauderdale
FLL-IND,Northwest Airlines Inc.,MCDONNELL DOUGLAS,1005,FL,-80.1527481079,Fort Lauderdale-Hollywood Int'l,26.0725841522,-86.2943878174,Indianapolis International,IN,39.7173309326,90,Ft. Lauderdale,Indianapolis
JFK-TPA,Delta Air Lines Inc.,BOEING,1005,FL,-82.5332489014,Tampa International,27.9754714966,-73.7789230347,John F Kennedy Intl,NY,40.6397514343,620,Tampa,New York
MCO-ORD,United Air Lines Inc.,BOEING,1005,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-81.3160247803,Orlando International,FL,28.4288883209,120,Chicago,Orlando
MCO-ORD,United Air Lines Inc.,AIRBUS,1005,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-81.3160247803,Orlando International,FL,28.4288883209,4380,Chicago,Orlando
MCO-ORD,American Airlines Inc.,PIPER,1005,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-81.3160247803,Orlando International,FL,28.4288883209,10,Chicago,Orlando
MCO-ORD,American Airlines Inc.,MCDONNELL DOUGLAS,1005,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-81.3160247803,Orlando International,FL,28.4288883209,1597,Chicago,Orlando
MCO-ORD,American Airlines Inc.,CESSNA,1005,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-81.3160247803,Orlando International,FL,28.4288883209,19,Chicago,Orlando
MCO-ORD,American Airlines Inc.,BOEING,1005,FL,-81.3160247803,Orlando International,28.4288883209,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,146,Orlando,Chicago
MCO-ORD,American Airlines Inc.,BEECH,1005,FL,-81.3160247803,Orlando International,28.4288883209,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,30,Orlando,Chicago
MCO-TUL,Southwest Airlines Co.,BOEING,1005,OK,-95.8882446289,Tulsa International,36.1983718872,-81.3160247803,Orlando International,FL,28.4288883209,18,Tulsa,Orlando
JFK-TPA,Delta Air Lines Inc.,MCDONNELL DOUGLAS,1005,FL,-82.5332489014,Tampa International,27.9754714966,-73.7789230347,John F Kennedy Intl,NY,40.6397514343,1172,Tampa,New York
BNA-COS,Skywest Airlines Inc.,BOMBARDIER INC,1006,CO,-104.700248718,City of Colorado Springs Muni,38.8058052063,-86.6781845093,Nashville International,TN,36.1244773865,1,Colorado Springs,Nashville
EGE-ORD,American Airlines Inc.,BOEING,1007,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-106.917694092,Eagle County Regional,CO,39.6425666809,68,Chicago,Eagle
EGE-ORD,United Air Lines Inc.,AIRBUS,1007,CO,-106.917694092,Eagle County Regional,39.6425666809,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,136,Eagle,Chicago
EWR-MSP,Northwest Airlines Inc.,MCDONNELL DOUGLAS,1008,MN,-93.2169189453,Minneapolis-St Paul Intl,44.8805465698,-74.1686630249,Newark Intl,NJ,40.6924972534,37,Minneapolis,Newark
EWR-MSP,Continental Air Lines Inc.,BOEING,1008,NJ,-74.1686630249,Newark Intl,40.6924972534,-93.2169189453,Minneapolis-St Paul Intl,MN,44.8805465698,1149,Newark,Minneapolis
EWR-MSP,Expressjet Airlines Inc.,EMBRAER,1008,NJ,-74.1686630249,Newark Intl,40.6924972534,-93.2169189453,Minneapolis-St Paul Intl,MN,44.8805465698,2558,Newark,Minneapolis
EWR-MSP,Northwest Airlines Inc.,AIRBUS,1008,NJ,-74.1686630249,Newark Intl,40.6924972534,-93.2169189453,Minneapolis-St Paul Intl,MN,44.8805465698,2286,Newark,Minneapolis
PDX-PHX,Southwest Airlines Co.,CESSNA,1009,AZ,-112.008056641,Phoenix Sky Harbor International,33.4341659546,-122.597503662,Portland Intl,OR,45.588722229,1,Phoenix,Portland
PDX-PHX,Alaska Airlines Inc.,BOEING,1009,AZ,-112.008056641,Phoenix Sky Harbor International,33.4341659546,-122.597503662,Portland Intl,OR,45.588722229,1977,Phoenix,Portland
PDX-PHX,US Airways Inc.,AIRBUS,1009,OR,-122.597503662,Portland Intl,45.588722229,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,1280,Portland,Phoenix
PDX-PHX,US Airways Inc.,BOEING,1009,OR,-122.597503662,Portland Intl,45.588722229,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,2300,Portland,Phoenix
PDX-PHX,Alaska Airlines Inc.,MCDONNELL DOUGLAS,1009,AZ,-112.008056641,Phoenix Sky Harbor International,33.4341659546,-122.597503662,Portland Intl,OR,45.588722229,132,Phoenix,Portland
PDX-PHX,Southwest Airlines Co.,BOEING,1009,AZ,-112.008056641,Phoenix Sky Harbor International,33.4341659546,-122.597503662,Portland Intl,OR,45.588722229,2103,Phoenix,Portland
HDN-ORD,Skywest Airlines Inc.,BOMBARDIER INC,1009,CO,-107.217658997,Yampa Valley,40.4811820984,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,176,Hayden,Chicago
HDN-ORD,American Airlines Inc.,BOEING,1009,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-107.217658997,Yampa Valley,CO,40.4811820984,42,Chicago,Hayden
IAH-PHX,Continental Air Lines Inc.,BOEING,1009,AZ,-112.008056641,Phoenix Sky Harbor International,33.4341659546,-95.3397216797,George Bush Intercontinental,TX,29.9804725647,3438,Phoenix,Houston
